
"HGNC ID (gene)","Approved symbol","Approved name","Previous symbols","Aliases","Chromosome"
"HGNC:41667","MIR4428","microRNA 4428","","hsa-mir-4428","1q43"
"HGNC:41579","MIR4429","microRNA 4429","","hsa-mir-4429","2p25.1"
"HGNC:41646","MIR4430","microRNA 4430","","hsa-mir-4430","2p22.3"
"HGNC:41738","MIR4431","microRNA 4431","","hsa-mir-4431","2p16.2"
"HGNC:41649","MIR4432","microRNA 4432","","hsa-mir-4432","2p16.1"
"HGNC:41634","MIR4433A","microRNA 4433a","MIR4433","hsa-mir-4433","2p14"
"HGNC:50258","MIR4433B","microRNA 4433b","","hsa-mir-4433b","2p14"
"HGNC:41832","MIR4434","microRNA 4434","","hsa-mir-4434","2p14"
"HGNC:41762","MIR4436A","microRNA 4436a","","hsa-mir-4436a","2p11.2"
"HGNC:41587","MIR4436B1","microRNA 4436b-1","MIR4436B","hsa-mir-4436b","2q13"
"HGNC:43451","MIR4436B2","microRNA 4436b-2","","hsa-mir-4436b-2","2q13"
"HGNC:41715","MIR4437","microRNA 4437","","hsa-mir-4437","2q31.3"
"HGNC:41555","MIR4438","microRNA 4438","","hsa-mir-4438","2q34"
"HGNC:41622","MIR4439","microRNA 4439","","hsa-mir-4439","2q36.2"
"HGNC:41740","MIR4440","microRNA 4440","","hsa-mir-4440","2q37.3"
"HGNC:41728","MIR4441","microRNA 4441","","hsa-mir-4441","2q37.3"
"HGNC:41718","MIR4442","microRNA 4442","","hsa-mir-4442","3p24.2"
"HGNC:41830","MIR4443","microRNA 4443","","hsa-mir-4443","3p21.31"
"HGNC:41614","MIR4445","microRNA 4445","","hsa-mir-4445","3q13.13"
"HGNC:41700","MIR4446","microRNA 4446","","hsa-mir-4446","3q13.2"
"HGNC:41850","MIR4447","microRNA 4447","","hsa-mir-4447","3q13.31"
"HGNC:41604","MIR4448","microRNA 4448","","hsa-mir-4448","3q27.1"
"HGNC:41864","MIR4449","microRNA 4449","","hsa-mir-4449","4q12"
"HGNC:41725","MIR4450","microRNA 4450","","hsa-mir-4450","4q21.1"
"HGNC:41858","MIR4451","microRNA 4451","","hsa-mir-4451","4q21.23"
"HGNC:41539","MIR4452","microRNA 4452","","hsa-mir-4452","4q21.3"
"HGNC:41892","MIR4453","microRNA 4453","","hsa-mir-4453","4q31.3"
"HGNC:41553","MIR4454","microRNA 4454","","hsa-mir-4454","4q32.2"
"HGNC:41536","MIR4455","microRNA 4455","","hsa-mir-4455","4q35.1"
"HGNC:41606","MIR4456","microRNA 4456","","hsa-mir-4456","5p15.33"
"HGNC:41554","MIR4457","microRNA 4457","","hsa-mir-4457","5p15.33"
"HGNC:41674","MIR4458","microRNA 4458","","hsa-mir-4458","5p15.31"
"HGNC:41795","MIR4460","microRNA 4460","","hsa-mir-4460","5q23.3"
"HGNC:41549","MIR4462","microRNA 4462","","hsa-mir-4462","6p21.2"
"HGNC:41665","MIR4463","microRNA 4463","","hsa-mir-4463","6q14.1"
"HGNC:41528","MIR4464","microRNA 4464","","hsa-mir-4464","6q15"
"HGNC:41842","MIR4465","microRNA 4465","","hsa-mir-4465","6q24.1"
"HGNC:41726","MIR4466","microRNA 4466","","hsa-mir-4466","6q25.3"
"HGNC:41896","MIR4467","microRNA 4467","","hsa-mir-4467","7q22.1"
"HGNC:41533","MIR4468","microRNA 4468","","hsa-mir-4468","7q33"
"HGNC:41556","MIR4469","microRNA 4469","","hsa-mir-4469","8p11.21"
"HGNC:41833","MIR4470","microRNA 4470","","hsa-mir-4470","8q12.3"
"HGNC:41657","MIR4471","microRNA 4471","","hsa-mir-4471","8q22.2"
"HGNC:41540","MIR4473","microRNA 4473","","hsa-mir-4473","9p21.3"
"HGNC:41821","MIR4474","microRNA 4474","","hsa-mir-4474","9p21.3"
"HGNC:41697","MIR4475","microRNA 4475","","hsa-mir-4475","9p13.2"
"HGNC:41793","MIR4476","microRNA 4476","","hsa-mir-4476","9p13.2"
"HGNC:41859","MIR4477A","microRNA 4477a","","hsa-mir-4477a","9p11.2"
"HGNC:41898","MIR4477B","microRNA 4477b","","hsa-mir-4477b","9q13"
"HGNC:41759","MIR4478","microRNA 4478","","hsa-mir-4478","9q33.2"
"HGNC:41767","MIR4479","microRNA 4479","","hsa-mir-4479","9q34.3"
"HGNC:41716","MIR4480","microRNA 4480","","hsa-mir-4480","10p13"
"HGNC:41781","MIR4481","microRNA 4481","","hsa-mir-4481","10p13"
"HGNC:41792","MIR4482","microRNA 4482","MIR4482-1","hsa-mir-4482","10q25.1"
"HGNC:41761","MIR4483","microRNA 4483","","hsa-mir-4483","10q25.3"
"HGNC:41799","MIR4484","microRNA 4484","","hsa-mir-4484","10q26.2"
"HGNC:41628","MIR4485","microRNA 4485","","hsa-mir-4485","11p15.4"
"HGNC:41566","MIR4486","microRNA 4486","","hsa-mir-4486","11p15.1"
"HGNC:41851","MIR4487","microRNA 4487","","hsa-mir-4487","11p11.2"
"HGNC:41599","MIR4488","microRNA 4488","","hsa-mir-4488","11q12.2"
"HGNC:41685","MIR4489","microRNA 4489","","hsa-mir-4489","11q13.1"
"HGNC:41871","MIR4490","microRNA 4490","","hsa-mir-4490","11q14.3"
"HGNC:41808","MIR4491","microRNA 4491","","hsa-mir-4491","11q23.1"
"HGNC:41563","MIR4492","microRNA 4492","","hsa-mir-4492","11q23.3"
"HGNC:41778","MIR4493","microRNA 4493","","hsa-mir-4493","11q24.1"
"HGNC:41731","MIR4494","microRNA 4494","","hsa-mir-4494","12q13.11"
"HGNC:41693","MIR4495","microRNA 4495","","hsa-mir-4495","12q23.1"
"HGNC:41569","MIR4496","microRNA 4496","","hsa-mir-4496","12q24.11"
"HGNC:41737","MIR4497","microRNA 4497","","hsa-mir-4497","12q24.11"
"HGNC:41838","MIR4498","microRNA 4498","","hsa-mir-4498","12q24.23"
"HGNC:41739","MIR4499","microRNA 4499","","hsa-mir-4499","13q12.11"
"HGNC:41853","MIR4500","microRNA 4500","","hsa-mir-4500","13q31.2"
"HGNC:41650","MIR4501","microRNA 4501","","hsa-mir-4501","13q32.1"
"HGNC:41534","MIR4502","microRNA 4502","","hsa-mir-4502","13q34"
"HGNC:41675","MIR4503","microRNA 4503","","hsa-mir-4503","14q13.3"
"HGNC:41624","MIR4504","microRNA 4504","","hsa-mir-4504","14q21.3"
"HGNC:41743","MIR4505","microRNA 4505","","hsa-mir-4505","14q24.3"
"HGNC:41663","MIR4506","microRNA 4506","","hsa-mir-4506","14q32.12"
"HGNC:41642","MIR4507","microRNA 4507","","hsa-mir-4507","14q32.33"
"HGNC:41659","MIR4508","microRNA 4508","","hsa-mir-4508","15q11.2"
"HGNC:41708","MIR4510","microRNA 4510","","hsa-mir-4510","15q14"
"HGNC:41589","MIR4511","microRNA 4511","","hsa-mir-4511","15q22.31"
"HGNC:41701","MIR4512","microRNA 4512","","hsa-mir-4512","15q22.31"
"HGNC:41855","MIR4513","microRNA 4513","","hsa-mir-4513","15q24.1"
"HGNC:41845","MIR4514","microRNA 4514","","hsa-mir-4514","15q25.1"
"HGNC:41800","MIR4515","microRNA 4515","","hsa-mir-4515","15q25.2"
"HGNC:41617","MIR4516","microRNA 4516","","hsa-mir-4516","16p13.3"
"HGNC:41878","MIR4517","microRNA 4517","","hsa-mir-4517","16p11.2"
"HGNC:41809","MIR4518","microRNA 4518","","hsa-mir-4518","16p11.2"
"HGNC:41544","MIR4519","microRNA 4519","","hsa-mir-4519","16p11.2"
"HGNC:41813","MIR4521","microRNA 4521","","hsa-mir-4521","17p13.1"
"HGNC:41668","MIR4522","microRNA 4522","","hsa-mir-4522","17q11.1"
"HGNC:41583","MIR4523","microRNA 4523","","hsa-mir-4523","17q11.2"
"HGNC:41771","MIR4524A","microRNA 4524a","MIR4524","hsa-mir-4524","17q24.2"
"HGNC:43520","MIR4524B","microRNA 4524b","","hsa-mir-4524b","17q24.2"
"HGNC:41903","MIR4525","microRNA 4525","","hsa-mir-4525","17q25.3"
"HGNC:41618","MIR4526","microRNA 4526","","hsa-mir-4526","18p11.21"
"HGNC:41633","MIR4527","microRNA 4527","","hsa-mir-4527","18q21.1"
"HGNC:41547","MIR4528","microRNA 4528","","hsa-mir-4528","18q21.2"
"HGNC:41703","MIR4529","microRNA 4529","","hsa-mir-4529","18q21.2"
"HGNC:41764","MIR4530","microRNA 4530","","hsa-mir-4530","19q13.2"
"HGNC:41872","MIR4531","microRNA 4531","","hsa-mir-4531","19q13.31"
"HGNC:41886","MIR4533","microRNA 4533","","hsa-mir-4533","20q13.33"
"HGNC:41692","MIR4534","microRNA 4534","","hsa-mir-4534","22q13.1"
"HGNC:41629","MIR4535","microRNA 4535","","hsa-mir-4535","22q13.32"
"HGNC:41682","MIR4537","microRNA 4537","","hsa-mir-4537","14q32.33"
"HGNC:41664","MIR4538","microRNA 4538","","hsa-mir-4538","14q32.33"
"HGNC:41546","MIR4539","microRNA 4539","","hsa-mir-4539","14q32.33"
"HGNC:41670","MIR4540","microRNA 4540","","hsa-mir-4540","9p13.2"
"HGNC:41593","MIR4632","microRNA 4632","","hsa-mir-4632","1p36.22"
"HGNC:41822","MIR4633","microRNA 4633","","hsa-mir-4633","5q23.3"
"HGNC:41559","MIR4634","microRNA 4634","","hsa-mir-4634","5q35.2"
"HGNC:41748","MIR4635","microRNA 4635","","hsa-mir-4635","5p15.33"
"HGNC:41798","MIR4636","microRNA 4636","","hsa-mir-4636","5p15.31"
"HGNC:41651","MIR4637","microRNA 4637","","hsa-mir-4637","5p15.2"
"HGNC:41841","MIR4638","microRNA 4638","","hsa-mir-4638","5q35.3"
"HGNC:41645","MIR4639","microRNA 4639","","hsa-mir-4639","6p22.3"
"HGNC:41561","MIR4640","microRNA 4640","","hsa-mir-4640","6p21.33"
"HGNC:41835","MIR4641","microRNA 4641","","hsa-mir-4641","6p21.1"
"HGNC:41865","MIR4642","microRNA 4642","","hsa-mir-4642","6p21.1"
"HGNC:41814","MIR4643","microRNA 4643","","hsa-mir-4643","6q15"
"HGNC:41687","MIR4644","microRNA 4644","","hsa-mir-4644","6q27"
"HGNC:41689","MIR4645","microRNA 4645","","hsa-mir-4645","6p25.2"
"HGNC:41543","MIR4646","microRNA 4646","","hsa-mir-4646","6p21.33"
"HGNC:41594","MIR4647","microRNA 4647","","hsa-mir-4647","6p21.1"
"HGNC:41560","MIR4648","microRNA 4648","","hsa-mir-4648","7p22.3"
"HGNC:41852","MIR4649","microRNA 4649","","hsa-mir-4649","7p13"
"HGNC:41647","MIR4651","microRNA 4651","","hsa-mir-4651","7q11.23"
"HGNC:41615","MIR4652","microRNA 4652","","hsa-mir-4652","7q21.3"
"HGNC:41562","MIR4653","microRNA 4653","","hsa-mir-4653","7q22.1"
"HGNC:41643","MIR4654","microRNA 4654","","hsa-mir-4654","1q23.3"
"HGNC:41754","MIR4655","microRNA 4655","","hsa-mir-4655","7p22.3"
"HGNC:41749","MIR4656","microRNA 4656","","hsa-mir-4656","7p22.1"
"HGNC:41706","MIR4657","microRNA 4657","","hsa-mir-4657","7p13"
"HGNC:41673","MIR4658","microRNA 4658","","hsa-mir-4658","7q22.1"
"HGNC:41857","MIR4659A","microRNA 4659a","","hsa-mir-4659a","8p23.1"
"HGNC:41530","MIR4659B","microRNA 4659b","","hsa-mir-4659b","8p23.1"
"HGNC:41861","MIR4660","microRNA 4660","","hsa-mir-4660","8p23.1"
"HGNC:41582","MIR4661","microRNA 4661","","hsa-mir-4661","8q21.3"
"HGNC:41826","MIR4662A","microRNA 4662a","","hsa-mir-4662a","8q24.13"
"HGNC:41607","MIR4662B","microRNA 4662b","","hsa-mir-4662b","8q24.13"
"HGNC:41623","MIR4663","microRNA 4663","","hsa-mir-4663","8q24.13"
"HGNC:41777","MIR4664","microRNA 4664","","hsa-mir-4664","8q24.3"
"HGNC:41696","MIR4665","microRNA 4665","","hsa-mir-4665","9p24.1"
"HGNC:41750","MIR4666A","microRNA 4666a","MIR4666","hsa-mir-4666","1q42.13"
"HGNC:43486","MIR4666B","microRNA 4666b","","hsa-mir-4666b","Xp21.2"
"HGNC:41723","MIR4667","microRNA 4667","","hsa-mir-4667","9p13.3"
"HGNC:41545","MIR4668","microRNA 4668","","hsa-mir-4668","9q31.3"
"HGNC:41558","MIR4669","microRNA 4669","","hsa-mir-4669","9q34.2"
"HGNC:41862","MIR4670","microRNA 4670","","hsa-mir-4670","9q22.31"
"HGNC:41598","MIR4671","microRNA 4671","","hsa-mir-4671","1q42.2"
"HGNC:41662","MIR4672","microRNA 4672","","hsa-mir-4672","9q34.11"
"HGNC:41574","MIR4673","microRNA 4673","","hsa-mir-4673","9q34.3"
"HGNC:41729","MIR4674","microRNA 4674","","hsa-mir-4674","9q34.3"
"HGNC:41619","MIR4675","microRNA 4675","","hsa-mir-4675","10p12.31"
"HGNC:41691","MIR4676","microRNA 4676","","hsa-mir-4676","10q22.1"
"HGNC:41844","MIR4677","microRNA 4677","","hsa-mir-4677","1q43"
"HGNC:41717","MIR4678","microRNA 4678","","hsa-mir-4678","10q23.2"
"HGNC:41541","MIR4680","microRNA 4680","","hsa-mir-4680","10q25.2"
"HGNC:41753","MIR4681","microRNA 4681","","hsa-mir-4681","10q26.11"
"HGNC:41788","MIR4682","microRNA 4682","","hsa-mir-4682","10q26.12"
"HGNC:41883","MIR4683","microRNA 4683","","hsa-mir-4683","10p11.21"
"HGNC:41695","MIR4684","microRNA 4684","","hsa-mir-4684","1p36.12"
"HGNC:41802","MIR4685","microRNA 4685","","hsa-mir-4685","10q24.2"
"HGNC:41601","MIR4686","microRNA 4686","","hsa-mir-4686","11p15.5"
"HGNC:41712","MIR4687","microRNA 4687","","hsa-mir-4687","11p15.4"
"HGNC:41897","MIR4688","microRNA 4688","","hsa-mir-4688","11p11.2"
"HGNC:41895","MIR4689","microRNA 4689","","hsa-mir-4689","1p36.31"
"HGNC:41707","MIR4690","microRNA 4690","","hsa-mir-4690","11q13.1"
"HGNC:41796","MIR4691","microRNA 4691","","hsa-mir-4691","11q13.2"
"HGNC:41856","MIR4692","microRNA 4692","","hsa-mir-4692","11q13.4"
"HGNC:41818","MIR4693","microRNA 4693","","hsa-mir-4693","11q22.3"
"HGNC:41586","MIR4694","microRNA 4694","","hsa-mir-4694","11p15.1"
"HGNC:41573","MIR4695","microRNA 4695","","hsa-mir-4695","1p36.13"
"HGNC:41780","MIR4696","microRNA 4696","","hsa-mir-4696","11q13.4"
"HGNC:41570","MIR4697","microRNA 4697","","hsa-mir-4697","11q25"
"HGNC:41867","MIR4698","microRNA 4698","","hsa-mir-4698","12q13.11"
"HGNC:41636","MIR4699","microRNA 4699","","hsa-mir-4699","12q21.31"
"HGNC:41806","MIR4700","microRNA 4700","","hsa-mir-4700","12q24.31"
"HGNC:41627","MIR4701","microRNA 4701","","hsa-mir-4701","12q13.12"
"HGNC:41817","MIR4703","microRNA 4703","","hsa-mir-4703","13q14.3"
"HGNC:41602","MIR4704","microRNA 4704","","hsa-mir-4704","13q21.32"
"HGNC:41567","MIR4705","microRNA 4705","","hsa-mir-4705","13q33.1"
"HGNC:41576","MIR4706","microRNA 4706","","hsa-mir-4706","14q23.3"
"HGNC:41531","MIR4707","microRNA 4707","","hsa-mir-4707","14q11.2"
"HGNC:41824","MIR4708","microRNA 4708","","hsa-mir-4708","14q23.3"
"HGNC:41690","MIR4709","microRNA 4709","","hsa-mir-4709","14q24.3"
"HGNC:41727","MIR4710","microRNA 4710","","hsa-mir-4710","14q32.33"
"HGNC:41847","MIR4711","microRNA 4711","","hsa-mir-4711","1p32.1"
"HGNC:41732","MIR4712","microRNA 4712","","hsa-mir-4712","15q21.2"
"HGNC:41899","MIR4713","microRNA 4713","","hsa-mir-4713","15q21.2"
"HGNC:41763","MIR4714","microRNA 4714","","hsa-mir-4714","15q26.3"
"HGNC:41666","MIR4715","microRNA 4715","","hsa-mir-4715","15q12"
"HGNC:41812","MIR4716","microRNA 4716","","hsa-mir-4716","15q21.1"
"HGNC:41571","MIR4717","microRNA 4717","","hsa-mir-4717","16p13.3"
"HGNC:41900","MIR4718","microRNA 4718","","hsa-mir-4718","16p13.12"
"HGNC:41807","MIR4719","microRNA 4719","","hsa-mir-4719","16q23.1"
"HGNC:41705","MIR4720","microRNA 4720","","hsa-mir-4720","16q23.2"
"HGNC:41609","MIR4721","microRNA 4721","","hsa-mir-4721","16p11.2"
"HGNC:41782","MIR4722","microRNA 4722","","hsa-mir-4722","16q24.3"
"HGNC:41660","MIR4723","microRNA 4723","","hsa-mir-4723","17q11.2"
"HGNC:41590","MIR4724","microRNA 4724","","hsa-mir-4724","17q11.2"
"HGNC:41608","MIR4725","microRNA 4725","","hsa-mir-4725","17q11.2"
"HGNC:41722","MIR4726","microRNA 4726","","hsa-mir-4726","17q12"
"HGNC:41709","MIR4727","microRNA 4727","","hsa-mir-4727","17q12"
"HGNC:41632","MIR4728","microRNA 4728","","hsa-mir-4728","17q12"
"HGNC:41585","MIR4729","microRNA 4729","","hsa-mir-4729","17q22"
"HGNC:41880","MIR4730","microRNA 4730","","hsa-mir-4730","17q25.3"
"HGNC:41597","MIR4731","microRNA 4731","","hsa-mir-4731","17p12"
"HGNC:41639","MIR4732","microRNA 4732","","hsa-mir-4732","17q11.2"
"HGNC:41638","MIR4733","microRNA 4733","","hsa-mir-4733","17q11.2"
"HGNC:41572","MIR4734","microRNA 4734","","hsa-mir-4734","17q12"
"HGNC:41888","MIR4735","microRNA 4735","","hsa-mir-4735","1q31.3"
"HGNC:41804","MIR4736","microRNA 4736","","hsa-mir-4736","17q22"
"HGNC:41669","MIR4737","microRNA 4737","","hsa-mir-4737","17q23.1"
"HGNC:41679","MIR4738","microRNA 4738","","hsa-mir-4738","17q25.1"
"HGNC:41801","MIR4739","microRNA 4739","","hsa-mir-4739","17q25.3"
"HGNC:41711","MIR4740","microRNA 4740","","hsa-mir-4740","17q25.3"
"HGNC:41661","MIR4741","microRNA 4741","","hsa-mir-4741","18q11.2"
"HGNC:41565","MIR4742","microRNA 4742","","hsa-mir-4742","1q42.11"
"HGNC:41894","MIR4743","microRNA 4743","","hsa-mir-4743","18q21.1"
"HGNC:41866","MIR4744","microRNA 4744","","hsa-mir-4744","18q21.1"
"HGNC:41868","MIR4745","microRNA 4745","","hsa-mir-4745","19p13.3"
"HGNC:41904","MIR4746","microRNA 4746","","hsa-mir-4746","19p13.3"
"HGNC:41827","MIR4747","microRNA 4747","","hsa-mir-4747","19p13.3"
"HGNC:41557","MIR4748","microRNA 4748","","hsa-mir-4748","19p13.2"
"HGNC:41760","MIR4749","microRNA 4749","","hsa-mir-4749","19q13.33"
"HGNC:41765","MIR4750","microRNA 4750","","hsa-mir-4750","19q13.33"
"HGNC:41819","MIR4751","microRNA 4751","","hsa-mir-4751","19q13.33"
"HGNC:41803","MIR4752","microRNA 4752","","hsa-mir-4752","19q13.42"
"HGNC:41527","MIR4753","microRNA 4753","","hsa-mir-4753","1q42.3"
"HGNC:41786","MIR4754","microRNA 4754","","hsa-mir-4754","19q13.43"
"HGNC:41815","MIR4755","microRNA 4755","","hsa-mir-4755","20q11.22"
"HGNC:41529","MIR4756","microRNA 4756","","hsa-mir-4756","20q13.2"
"HGNC:41746","MIR4757","microRNA 4757","","hsa-mir-4757","2p24.1"
"HGNC:41836","MIR4758","microRNA 4758","","hsa-mir-4758","20q13.33"
"HGNC:41575","MIR4759","microRNA 4759","","hsa-mir-4759","21q21.3"
"HGNC:41698","MIR4760","microRNA 4760","","hsa-mir-4760","21q22.2"
"HGNC:41591","MIR4761","microRNA 4761","","hsa-mir-4761","22q11.21"
"HGNC:41603","MIR4762","microRNA 4762","","hsa-mir-4762","22q13.31"
"HGNC:41677","MIR4763","microRNA 4763","","hsa-mir-4763","22q13.31"
"HGNC:41714","MIR4764","microRNA 4764","","hsa-mir-4764","22q12.3"
"HGNC:41791","MIR4765","microRNA 4765","","hsa-mir-4765","2p22.3"
"HGNC:41680","MIR4766","microRNA 4766","","hsa-mir-4766","22q13.2"
"HGNC:41548","MIR4767","microRNA 4767","","hsa-mir-4767","Xp22.31"
"HGNC:41592","MIR4768","microRNA 4768","","hsa-mir-4768","Xp22.13"
"HGNC:41694","MIR4769","microRNA 4769","","hsa-mir-4769","Xp11.3"
"HGNC:41542","MIR4770","microRNA 4770","","hsa-mir-4770","Xp22.31"
"HGNC:41741","MIR4772","microRNA 4772","","hsa-mir-4772","2q12.1"
"HGNC:41873","MIR4774","microRNA 4774","","hsa-mir-4774","2q24.3"
"HGNC:41885","MIR4775","microRNA 4775","","hsa-mir-4775","2q33.3"
"HGNC:41773","MIR4777","microRNA 4777","","hsa-mir-4777","2q37.1"
"HGNC:41648","MIR4778","microRNA 4778","","hsa-mir-4778","2p14"
"HGNC:41747","MIR4779","microRNA 4779","","hsa-mir-4779","2p11.2"
"HGNC:41552","MIR4780","microRNA 4780","","hsa-mir-4780","2p11.2"
"HGNC:41769","MIR4781","microRNA 4781","","hsa-mir-4781","1p32.3"
"HGNC:41635","MIR4782","microRNA 4782","","hsa-mir-4782","2q14.1"
"HGNC:41874","MIR4783","microRNA 4783","","hsa-mir-4783","2q14.3"
"HGNC:41580","MIR4784","microRNA 4784","","hsa-mir-4784","2q21.1"
"HGNC:41889","MIR4785","microRNA 4785","","hsa-mir-4785","2q24.2"
"HGNC:41751","MIR4786","microRNA 4786","","hsa-mir-4786","2q37.3"
"HGNC:41653","MIR4787","microRNA 4787","","hsa-mir-4787","3p21.2"
"HGNC:41676","MIR4788","microRNA 4788","","hsa-mir-4788","3q22.2"
"HGNC:41719","MIR4789","microRNA 4789","","hsa-mir-4789","3q26.31"
"HGNC:41820","MIR4790","microRNA 4790","","hsa-mir-4790","3p26.1"
"HGNC:41704","MIR4791","microRNA 4791","","hsa-mir-4791","3p24.3"
"HGNC:41538","MIR4793","microRNA 4793","","hsa-mir-4793","3p21.31"
"HGNC:41829","MIR4794","microRNA 4794","","hsa-mir-4794","1p31.3"
"HGNC:41757","MIR4795","microRNA 4795","","hsa-mir-4795","3p11.2"
"HGNC:41779","MIR4796","microRNA 4796","","hsa-mir-4796","3q13.31"
"HGNC:41758","MIR4797","microRNA 4797","","hsa-mir-4797","3q29"
"HGNC:41616","MIR4798","microRNA 4798","","hsa-mir-4798","4p16.1"
"HGNC:41584","MIR4799","microRNA 4799","","hsa-mir-4799","4q31.23"
"HGNC:41877","MIR4800","microRNA 4800","","hsa-mir-4800","4p16.3"
"HGNC:41840","MIR4801","microRNA 4801","","hsa-mir-4801","4p14"
"HGNC:41658","MIR4802","microRNA 4802","","hsa-mir-4802","4p14"
"HGNC:41568","MIR4803","microRNA 4803","","hsa-mir-4803","5q13.2"
"HGNC:41720","MIR4804","microRNA 4804","","hsa-mir-4804","5q13.2"
"HGNC:43494","MIR4999","microRNA 4999","","hsa-mir-4999","19p13.2"
"HGNC:43464","MIR5000","microRNA 5000","","hsa-mir-5000","2p12"
"HGNC:43462","MIR5001","microRNA 5001","","hsa-mir-5001","2q37.1"
"HGNC:43470","MIR5002","microRNA 5002","","hsa-mir-5002","3q21.2"
"HGNC:43512","MIR5003","microRNA 5003","","hsa-mir-5003","5q35.1"
"HGNC:43532","MIR5004","microRNA 5004","","hsa-mir-5004","6p21.32"
"HGNC:43495","MIR5006","microRNA 5006","","hsa-mir-5006","13q14.11"
"HGNC:43468","MIR5007","microRNA 5007","","hsa-mir-5007","13q21.1"
"HGNC:43546","MIR5008","microRNA 5008","","hsa-mir-5008","1q42.13"
"HGNC:43458","MIR5009","microRNA 5009","","hsa-mir-5009","15q26.1"
"HGNC:43484","MIR5010","microRNA 5010","","hsa-mir-5010","17q21.2"
"HGNC:43496","MIR5011","microRNA 5011","","hsa-mir-5011","18q22.1"
"HGNC:41834","MIR5047","microRNA 5047","","hsa-mir-5047","17q23.3"
"HGNC:43480","MIR5087","microRNA 5087","","hsa-mir-5087","1q21.2"
"HGNC:43489","MIR5088","microRNA 5088","","hsa-mir-5088","19q13.33"
"HGNC:43536","MIR5089","microRNA 5089","","hsa-mir-5089","17q21.32"
"HGNC:43547","MIR5090","microRNA 5090","","hsa-mir-5090","7q22.1"
"HGNC:43478","MIR5091","microRNA 5091","","hsa-mir-5091","4p15.33"
"HGNC:43467","MIR5092","microRNA 5092","","hsa-mir-5092","3q21.2"
"HGNC:43474","MIR5093","microRNA 5093","","hsa-mir-5093","16q24.1"
"HGNC:43519","MIR5094","microRNA 5094","","hsa-mir-5094","15q26.1"
"HGNC:43540","MIR5100","microRNA 5100","","hsa-mir-5100","10q11.21"
"HGNC:43459","MIR5186","microRNA 5186","","hsa-mir-5186","3q25.1"
"HGNC:43523","MIR5187","microRNA 5187","","hsa-mir-5187","1q23.3"
"HGNC:43502","MIR5188","microRNA 5188","","hsa-mir-5188","12q24.31"
"HGNC:43515","MIR5189","microRNA 5189","","hsa-mir-5189","16q24.2"
"HGNC:43549","MIR5190","microRNA 5190","","hsa-mir-5190","18p11.21"
"HGNC:43497","MIR5191","microRNA 5191","","hsa-mir-5191","1q32.1"
"HGNC:43473","MIR5192","microRNA 5192","","hsa-mir-5192","2p15"
"HGNC:43534","MIR5193","microRNA 5193","","hsa-mir-5193","3p21.31"
"HGNC:43498","MIR5194","microRNA 5194","","hsa-mir-5194","8q24.21"
"HGNC:43526","MIR5195","microRNA 5195","","hsa-mir-5195","14q32.33"
"HGNC:43542","MIR5196","microRNA 5196","","hsa-mir-5196","19q13.12"
"HGNC:43450","MIR5197","microRNA 5197","","hsa-mir-5197","5q31.3"
"HGNC:43513","MIR5571","microRNA 5571","","hsa-mir-5571","22q11.22"
"HGNC:43476","MIR5572","microRNA 5572","","hsa-mir-5572","15q25.1"
"HGNC:43485","MIR5579","microRNA 5579","","hsa-mir-5579","11q14.1"
"HGNC:43482","MIR5580","microRNA 5580","","hsa-mir-5580","14q22.2"
"HGNC:43527","MIR5581","microRNA 5581","","hsa-mir-5581","1p34.3"
"HGNC:43461","MIR5582","microRNA 5582","","hsa-mir-5582","11p11.2"
"HGNC:43507","MIR5584","microRNA 5584","","hsa-mir-5584","1p34.1"
"HGNC:43452","MIR5585","microRNA 5585","","hsa-mir-5585","1p35.2"
"HGNC:43493","MIR5586","microRNA 5586","","hsa-mir-5586","14q23.1"
"HGNC:43508","MIR5587","microRNA 5587","","hsa-mir-5587","16p13.3"
"HGNC:43505","MIR5588","microRNA 5588","","hsa-mir-5588","3q27.2"
"HGNC:43514","MIR5589","microRNA 5589","","hsa-mir-5589","19p13.2"
"HGNC:43541","MIR5590","microRNA 5590","","hsa-mir-5590","2q21.3"
"HGNC:43531","MIR5591","microRNA 5591","","hsa-mir-5591","4p14"
"HGNC:43492","MIR5680","microRNA 5680","","hsa-mir-5680","8q22.3"
"HGNC:43518","MIR5681A","microRNA 5681a","","hsa-mir-5681a","8q21.11"
"HGNC:43538","MIR5681B","microRNA 5681b","","hsa-mir-5681b","8q21.11"
"HGNC:43477","MIR5682","microRNA 5682","","hsa-mir-5682","3q13.33"
"HGNC:43453","MIR5683","microRNA 5683","","hsa-mir-5683","6p25.1"
"HGNC:43544","MIR5684","microRNA 5684","","hsa-mir-5684","19p13.13"
"HGNC:43543","MIR5685","microRNA 5685","","hsa-mir-5685","6p12.1"
"HGNC:43457","MIR5687","microRNA 5687","","hsa-mir-5687","5q11.2"
"HGNC:43463","MIR5688","microRNA 5688","","hsa-mir-5688","3p12.1"
"HGNC:43479","MIR5689","microRNA 5689","","hsa-mir-5689","6p24.3"
"HGNC:43490","MIR5690","microRNA 5690","","hsa-mir-5690","6p21.31"
"HGNC:43545","MIR5691","microRNA 5691","","hsa-mir-5691","11p15.4"
"HGNC:43533","MIR5692A1","microRNA 5692a-1","","hsa-mir-5692a-1","7q21.3"
